id,sentence1,label
3760,@user and @user @user  @user is inciting VIOLENCE towards Trump supporters on lists to be targeted by ANTIFA.,offensive
3761,@user @user @user May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don’t believe all the shit that goes on in your head.,offensive
3762,@user @user America is being destroyed by our President.. he is a cancer to democracy. That is what is sad,offensive
3763,@user @user @user You gotta prove to the world who you are bale!,not-offensive
3764,"* he starred in two movie and drama tv series. while it's impossible not to notice his strinkingly handsome looks, it's what lies beneath what define who he is ...  """" in conclusion if english is a common working language in asia for regional cooperation and development ...""""",not-offensive
3765,@user You are dead to me!,offensive
3766,@user My daughter is working toward being a teacher. Tell your hubby to support gun control so she gets that chance and isn’t shot at school.,not-offensive
3767,sitting here tonight thinking and it’s made me well wanna go back to maga next year,not-offensive
3768,@user @user @user @user @user @user @user @user Cheers matey 🥂🥂,not-offensive
3769,@user @user @user The reason I ask is because  most liberals R totally oblivious to good things he's done.They often R so clueless they can't even name 1 thing.  They just repeat what they hear from programs like The View &amp; liberal media.They haven't even researched or have a thought of their own.,not-offensive
3770,@user @user Wasn’t this clown running guns?,not-offensive
3771,"...or the many other instances where AR-15s used for home defense are labeled mass shootings"""" by gun control:",not-offensive
3772,@user Avoid this movie- Un American.,not-offensive
3773,Americans make great clients! But so many appraisers carry out inspections on radical clients! Radical clients hate America! #MAGA,not-offensive
3774,@user @user @user Isis apparently obama let them run the world. Getting nuked by korea? BLM destroying cities. Antifa?,offensive
3775,@user One could say that she is the one coward. She could probably end this charade but continues to sabotage our country with her silence. Plus she’s a sad over facelifted former soft porn model.,offensive
3776,@user @user I’ve proven that gun control leads to lower gun deaths. You’ve chosen to ignore it and accuse the study of being falsified without any proof. Do you have any proof they used 5 states as you mentioned? Or are you going to continue to ignore me asking for clarification?,offensive
3777,@user Ahhh the left wing liberal Democrats.,not-offensive
3778,@user @user Absolutely love Serena....however - the way she behaved was totally on her and the ref was within his rights...she is deflecting here by making it about women’s rights....,not-offensive
3779,@user It is a suicide mission if they don't put him on the bench!  Standup for #justice and I don't mean the warped sense of justice preached by the liberals.  Get 'er done!,not-offensive
3780,@user Still remember this show... sucks man 😞,offensive
3781,@user U a bad bitch now lol,offensive
3782,@user @user @user @user @user The accounts of @user and @user are the Antifa twins. Don't try to twist this as is your usual game.,not-offensive
3783,@user F the nfl!,not-offensive
3784,"@user @user @user @user @user @user @user This women is a vile example of the far left lunacy. She is using the Alinsky, Rules for Radicals Handbook."""" No matter what u have to do, (lie,steal,use violence etc. )u must destroy the conservatives. They lack character &amp; have no moral code.""""",offensive
3785,@user I’m praying he is caught in every illegal activity that he’s involved in! He has a very explosive anger issue! He’s like a child that throws a dangerous tantrum when someone doesn’t agree with him. I wonder how he treats women?,not-offensive
3786,@user listen to these fiscal conservatives calling in crying because @user or Mike Harris supporters crying....weeeehhhhh weeeeehhhhh....stand up for something other then yourselves.,not-offensive
3787,Analysis | Devin Nunes explains ‘antifa’ and ‘all of these riots’: ‘We’re winning’ - The Washington Post,not-offensive
3788,@user @user Climate Change is a trigger word for the tin can liberals ..,not-offensive
3789,@user As one Canadian....I would prefer he move somewhere else. Too many liberals up here already,not-offensive
3790,@user Republicans are underestimating the fever of the liberals to get rid of Trump.,not-offensive
3791,@user @user @user The are the party of violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about. They should have stopped that a long time ago &amp; quit funding it. I have trouble believing anything they say or that they actually care about any of their causes.,not-offensive
3792,@user To be very honest it’s also wrong to disregard stats. Hazard is an attacker and isn’t pegged with any sort of defensive duties. He is always with the ball (as the main man/his’ style) so if his G+A stats aren’t as good as people expect they have every right to question his rating,not-offensive
3793,"@user @user Just because he is the elected president """", doesnt mean he has earned it. When he start serving the people of his country, then by all means.....it shall be well desrerved. When you serve thos who you have hiding in your pocket, give me a break. You can keep YOUR commander.""""",offensive
3794,#MondayMorning #MondayMotivation #MondayMood #MondayThoughts Another #Republicans  / Trump swamp Lier !!   #MAGA #women #Christianity,offensive
3795,@user Shorty's dad taught him eveything about   Pussygrabbing Sexual assault  #trump family time.  #maga girls have to stay silent.,offensive
3796,@user Boy was that photoshopped,not-offensive
3797,@user @user Send him this @user party #manifesto where they promised they will help families maybe that will remind him his duties. #HostileEnvironment #PriceOnLove #SkypeFamilies @user @user @user,not-offensive
3798,"@user Ok - you hear about the superman"""" thing all the time. And you are certainly busy, but, this could be an EXCELLENT opportunity to step in, in the movies for him as Cavill is steping down!:",not-offensive
3799,@user I said it yesterday. He is literally a walking embalment.,not-offensive
3800,@user @user @user @user @user We handed our nationalised industries over to be run for profit by the nationalised industries of other countries.  Smart.,not-offensive
3801,@user Do you think she is afraid of pigs that are not the same colour as her? 😊,offensive
3802,Fisa drops FULL Servers can then be released/introduced?  ALL Horrors finally exposed?  Public made aware? #DarkToLight  House of cards  #Qanon #GreatAwakening #WWG1WGA #IBOR #MAGA #MBGA #WTOBREXIT @user,not-offensive
3803,@user You will not win. Texas doesn’t need a liberal. Everything liberals touch turns to crap!!,offensive
3804,@user Our President isn’t radicalizing anything! Your antifa/resist mobs are! That’s you gaslighting lol!  saul alinsky much? #WeThePeople #GreatAwakening,offensive
3805,@user @user @user @user Reasonable gun control = use 2 hands.,not-offensive
3806,@user @user Oh nooooos!!!   I hope you are safe during this storm!!,not-offensive
3807,@user @user @user @user @user Ewww no one wants that kind of imagery in their head🤢🤢🤢,not-offensive
3808,@user Holder is a real quality guy. Wouldn’t know the truth if it hit him in the face,offensive
3809,@user @user @user Cops rarely got shot in countries with gun control,offensive
3810,@user Thanks for all you are doing to MAGA!,not-offensive
3811,@user @user Liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence.  They imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them.,offensive
